ENTRY_AC	ENTRY_TYPE	ENTRY_NAME
IPR029353	domain	Neuronal tyrosine-phosphorylated phosphoinositide-3-kinase adapter, C-terminal domain
IPR029354	domain	Cylicin, N-terminal
IPR029360	domain	Serine/arginine repetitive matrix protein, C-terminal
IPR029362	domain	Fusion protein IQCJ-SCHIP1, N-terminal
IPR029369	domain	Domain of unknown function with conserved HDNR motif
IPR029376	domain	Domain of unknown function DUF4549
IPR029384	domain	Speriolin, C-terminal
IPR029385	domain	Speriolin, N-terminal
IPR029388	domain	Domain of unknown function DUF4650
IPR029390	domain	AP-3 complex subunit beta, C-terminal domain
IPR029394	domain	AP-3 complex subunit beta 1, serine-rich domain
IPR029397	domain	Tube, Death domain
IPR029398	domain	DNA polymerase beta, thumb domain
IPR029400	domain	TERF1-interacting nuclear factor 2, N-terminal domain
IPR029401	domain	Nudix hydrolase, N-terminal
IPR029402	domain	tRNA-guanine transglycosylase, patch-forming domain C2
IPR029403	domain	RESP18 domain
IPR029405	domain	APCDD1 domain
IPR029410	domain	CAP-associated domain
IPR029411	domain	Rhamnogalacturonan lyase, domain III
IPR029413	domain	Rhamnogalacturonan lyase, domain II
IPR029414	domain	Tricorn protease, PDZ domain
IPR029415	domain	Protein Lines, C-terminal
IPR029418	domain	MDN2-binding protein, C-terminal domain
IPR029419	domain	Argininosuccinate lyase, C-terminal
IPR029420	domain	MDM2-binding protein, central domain
IPR029421	domain	MDM2-binding protein, N-terminal domain
IPR029422	domain	Coiled coil protein 74, C-terminal
IPR029423	domain	LRRC37A/B like protein 1, C-terminal
IPR029424	domain	MMS22-like, C-terminal
IPR029425	domain	Protein MMS22-like, N-terminal
IPR029429	domain	Ciliary BBSome complex subunit 2, middle region
IPR029430	domain	Ciliary BBSome complex subunit 2, N-terminal
IPR029435	domain	Protein TOPAZ1 domain
IPR029436	domain	Eukaryotic glycogen debranching enzyme, N-terminal domain
IPR029437	domain	Hermansky-Pudlak syndrome 3 protein, N-terminal domain
IPR029438	domain	Hermansky-Pudlak syndrome 3 protein, C-terminal domain
IPR029439	domain	Wzt, C-terminal
IPR029440	domain	Dynein regulatory complex protein 1, C-terminal
IPR029441	domain	Integron-associated effector binding protein
IPR029442	domain	GyrI-like small molecule binding domain
IPR029444	domain	Integrator complex subunit 5, C-terminal
IPR029445	domain	Integrator complex subunit 5, N-terminal
IPR029446	domain	Coatomer beta subunit, appendage platform domain
IPR029447	domain	Domain of unknown function DUF4439
IPR029451	domain	Rapamycin-insensitive companion of mTOR, middle domain
IPR029452	domain	Rapamycin-insensitive companion of mTOR, domain 5
IPR029453	domain	Rapamycin-insensitive companion of mTOR, domain 4
IPR029456	domain	Sialidase, N-terminal
IPR029458	domain	Ras-binding domain of Byr2
IPR029459	domain	Elongation factor Tu-type domain
IPR029460	domain	DNA polymerase, helix-hairpin-helix motif
IPR029461	domain	Metallophosphoesterase, TT1561-like
IPR029462	domain	Regulator of nucleoside diphosphate kinase, N-terminal domain
IPR029463	domain	Lysine-specific metallo-endopeptidase
IPR029464	domain	Type I restriction enzyme R protein, N-terminal domain
IPR029466	domain	No apical meristem-associated, C-terminal domain
IPR029467	domain	Cytochrome c7-like
IPR029471	domain	HNH endonuclease 5
IPR029472	domain	Retrotransposon Copia-like, N-terminal
IPR029473	domain	Cell morphogenesis central region
IPR029474	domain	Haem-oxygenase-associated, N-terminal helices
IPR029477	domain	Diacylglycerol kinase type I, N-terminal
IPR029478	domain	Putative nitroreductase TM1586
IPR029479	domain	Nitroreductase
IPR029480	domain	Transposase-associated domain
IPR029481	domain	ABC-transporter N-terminal domain
IPR029482	domain	Putative peptidase domain, HRXXH
IPR029483	domain	Glycosyl-hydrolase 97, C-terminal oligomerisation domain
IPR029485	domain	Cationic amino acid transporter, C-terminal
IPR029486	domain	Glycosyl-hydrolase 97, N-terminal domain
IPR029487	domain	Novel E3 ligase domain
IPR029489	domain	O-GlcNAc transferase, C-terminal
IPR029490	domain	Cytochrome c-550 domain
IPR029491	domain	Helicase Helix-turn-helix domain
IPR029492	domain	Domain of unknown function DUF4435
IPR029493	domain	RecD helicase-like helix-hairpin-helix domain
IPR029494	domain	ssDNA thymidine ADP-ribosyltransferase, DarT
IPR029495	domain	NACHT-associated domain
IPR029498	domain	Prion-inhibition and propagation, HeLo domain
IPR029501	domain	Bacterial EndoU nuclease
IPR029503	domain	Phosphotransferase system EIIB component, mannitol-specific
IPR029526	domain	PiggyBac transposable element-derived protein
IPR029867	domain	StAR-related lipid transfer protein 3, C-terminal
IPR029903	domain	RmlD-like substrate binding domain
IPR030374	domain	Polyamine biosynthesis  domain
IPR030378	domain	Circularly permuted (CP)-type guanine nucleotide-binding (G) domain
IPR030379	domain	Septin-type guanine nucleotide-binding (G) domain
IPR030380	domain	SAM-dependent methyltransferase DRM
IPR030381	domain	Dynamin-type guanine nucleotide-binding (G) domain
IPR030382	domain	SAM-dependent methyltransferase TRM5/TYW2-type
IPR030383	domain	Very large inducible GTPASE (VLIG)-type guanine nucleotide-binding (G) domain
IPR030384	domain	SAM-dependent methyltransferase SMT-type
IPR030385	domain	IRG-type guanine nucleotide-binding (G) domain
IPR030386	domain	GB1/RHD3-type guanine nucleotide-binding (G) domain
IPR030387	domain	Bms1/Tsr1-type G domain
IPR030388	domain	Era-type guanine nucleotide-binding (G) domain
IPR030389	domain	FeoB-type guanine nucleotide-binding (G) domain
IPR030392	domain	Intramolecular chaperone auto-processing domain
IPR030393	domain	EngB-type guanine nucleotide-binding (G) domain
IPR030394	domain	HflX-type guanine nucleotide-binding (G) domain
IPR030395	domain	Glycerophosphodiester phosphodiesterase domain
IPR030396	domain	Peptidase family S6 domain
IPR030397	domain	SEPARIN core domain
IPR030398	domain	DG-type SEA domain
IPR030399	domain	Pestivirus NS2, peptidase C74
IPR030400	domain	Sedolisin domain
IPR030484	domain	Serine/threonine-protein kinase Rio2
IPR030488	domain	DNA (cytosine-5)-methyltransferase 3B, ADD domain
IPR030611	domain	Aurora kinase A
IPR030642	domain	Nephrocystin-1, SH3 domain
IPR030777	domain	PSTPIP1, SH3 domain
IPR030808	domain	Putative glycosyltransferase CHP04372
IPR030809	domain	EgtB-related enzyme signature domain
IPR030819	domain	Outer membrane exchange protein TraA, N-terminal domain
IPR030820	domain	Outer membrane beta-barrel protein, Proteobacteria
IPR030821	domain	Synergist-CTERM protein sorting domain
IPR030828	domain	TyrR family, helix-turn-helix domain
IPR030829	domain	Quinoprotein relay system zinc metallohydrolase 2
IPR030834	domain	Polyketide synthase-associated domain
IPR030887	domain	YaiO family, OMP domain
IPR030906	domain	Surface carbohydrate biosynthesis protein
IPR030910	domain	SLAP domain, Bacillus-type
IPR030918	domain	Polyketide product template domain
IPR030934	domain	Intein C-terminal splicing region
IPR030942	domain	IgG-blocking virulence domain
IPR030948	domain	MoCo/4Fe-4S cofactor protein extended Tat translocation domain
IPR030959	domain	GWxTD domain
IPR030960	domain	3-dehydroquinate synthase domain
IPR030994	domain	Diol dehydratase reactivase ATPase-like domain
IPR031025	domain	LruC domain
IPR031033	domain	Halocin C8-like bacteriocin domain
IPR031035	domain	Cyanobactin cluster PatC/TenC/TruC protein
IPR031042	domain	Glycosyltransferase domain
IPR031159	domain	Helper-component proteinase (HC-Pro) cysteine protease (CPD) domain
IPR031160	domain	F-BAR domain
IPR031161	domain	Peptidase family M60 domain
IPR031162	domain	CBP/p300-type histone acetyltransferase domain
IPR031163	domain	Filoviruses VP35 interferon inhibitory domain
IPR031164	domain	SAM-binding methyltransferase MPBQ/MBSQ
IPR031165	domain	Yjdj-type Gcn5-related N-acetyltransferase
IPR031166	domain	EngA-type guanine nucleotide-binding (G) domain
IPR031167	domain	OBG-type guanine nucleotide-binding (G) domain
IPR031168	domain	TrmE-type guanine nucleotide-binding domain
IPR031304	domain	Transglycosylase SLT domain 2
IPR031309	domain	Ribosomal protein L5, C-terminal
IPR031310	domain	Ribosomal protein L5, N-terminal
IPR031313	domain	SAPK-interacting protein 1, Pleckstrin-homology domain
IPR031314	domain	Deoxynucleoside kinase domain
IPR031315	domain	LNS2/PITP
IPR031316	domain	Anti-sigma-28 factor FlgM, C-terminal
IPR031317	domain	Tom37, C-terminal domain
IPR031319	domain	Alpha-amylase, C-terminal domain
IPR031320	domain	GAGE
IPR031329	domain	Neutral/alkaline non-lysosomal ceramidase, N-terminal
IPR031330	domain	Glycoside hydrolase 35, catalytic domain
IPR031331	domain	Neutral/alkaline non-lysosomal ceramidase, C-terminal
IPR031333	domain	Daxx, N-terminal Rassf1C-interacting domain
IPR031334	domain	Piezo non-specific cation channel, R-Ras-binding domain
IPR031335	domain	Glycosyl hydrolase family 63, C-terminal
IPR031336	domain	Cell division control protein 73, C-terminal
IPR031339	domain	Domain of unknown function DUF4942
IPR031340	domain	Ribosomal RNA small subunit methyltransferase F, first C-terminal domain
IPR031341	domain	Ribosomal RNA small subunit methyltransferase F, N-terminal
IPR031343	domain	Domain of unknown function DUF5105
IPR031346	domain	Uncharacterised protein DUF2154, N-terminal
IPR031348	domain	Fungal N-terminal domain of STAND protein
IPR031350	domain	Fungal STAND N-terminal Goodbye domain
IPR031351	domain	NWD2, HET-s N-terminal domain
IPR031352	domain	NACHT-NTPase and P-loop NTPases, N-terminal domain
IPR031353	domain	NACHT-NTPase, sigma domain
IPR031354	domain	Bromodomain protein 4, C-terminal
IPR031356	domain	Stealth protein CR4, conserved region 4
IPR031357	domain	Stealth protein CR3, conserved region 3
IPR031358	domain	Stealth protein CR1, conserved region 1
IPR031359	domain	NWD NACHT-NTPase, N-terminal
IPR031368	domain	Spermatid maturation protein 1, N-terminal
IPR031375	domain	Penicillin-binding protein, N-terminal
IPR031376	domain	Penicillin-binding protein, OB-like domain
IPR031379	domain	CLLAC-motif containing domain
IPR031405	domain	Nuclear receptor-interacting protein 1, repression domain 1
IPR031406	domain	Nuclear receptor-interacting protein 1, repression domain 2
IPR031408	domain	Nuclear receptor-interacting protein 1, repression domain 4
IPR031416	domain	Mediator complex subunit 26, C-terminal domain
IPR031417	domain	Mediator complex subunit 26, middle domain
IPR031419	domain	RAD51 interacting motif
IPR031435	domain	Transmembrane protein TMEM132, N-terminal
IPR031436	domain	Transmembrane protein TMEM132, C-terminal
IPR031437	domain	Transmembrane protein family 132, middle domain
IPR031442	domain	Protein NPAT, C-terminal domain
IPR031444	domain	PCNA-associated factor, histone-like domain
IPR031446	domain	Pericentriolar material 1 protein, C-terminal
IPR031468	domain	Synaptotagmin-like mitochondrial-lipid-binding domain
IPR031470	domain	Centrosomal protein Cep63/Deup1, N-terminal
IPR031474	domain	Protein phosphatase 1 regulatory subunit 26, N-terminal domain
IPR031475	domain	Nucleotide-binding C-terminal domain
IPR031477	domain	E domain
IPR031478	domain	Spermatogenesis-associated protein 1, C-terminal domain
IPR031481	domain	Fucosyltransferase, N-terminal
IPR031488	domain	WD repeat protein mio, zinc-ribbon like domain
IPR031489	domain	D,L-carboxypeptidase, peptidase domain
IPR031490	domain	FAAP20 ubiquitin-binding zinc-finger
IPR031491	domain	FAAP20, FANCA interaction domain
IPR031493	domain	Zinc-ribbon 15
IPR031497	domain	Microsporidial 8TM transmembrane domain
IPR031511	domain	Domain of unknown function DUF5097
IPR031512	domain	Domain of unknown function DUF5096
IPR031514	domain	Aberrant zinc-finger domain
IPR031519	domain	Domain of unknown function DUF5094
IPR031542	domain	Cation channel complex component UNC80, N-terminal
IPR031549	domain	Abnormal spindle-like microcephaly-associated protein, ASH domain
IPR031550	domain	Rad61, Wapl domain
IPR031553	domain	Lysyl-tRNA synthetase, N-terminal transmembrane region
IPR031554	domain	Fibrous sheath-interacting protein 2, C-terminal
IPR031556	domain	Sir4, SID domain
IPR031557	domain	N-CoR, GPS2-interacting domain
IPR031558	domain	Vacuolar protein-sorting-associated protein 36, NZF-N zinc-finger domain
IPR031564	domain	Putative Flagellin, Flp1-like domain
IPR031567	domain	Sin1, middle CRIM domain
IPR031569	domain	Apextrin, C-terminal domain
IPR031570	domain	Domain of unknown function DUF4704
IPR031571	domain	Flp pilus assembly protein RcpC/CpaB domain
IPR031572	domain	Domain of unknown function DUF4705
IPR031575	domain	E1A-binding protein p400, N-terminal
IPR031576	domain	Flagellar motor switch protein FliN, N-terminal
IPR031577	domain	Doublesex- and mab-3-related transcription factor C1/C2, C-terminal
IPR031580	domain	Pilus assembly protein TadZ, N-terminal
IPR031583	domain	PelD, GGDEF domain
IPR031588	domain	Collectrin domain
IPR031589	domain	Protein FAM35A, C-terminal domain
IPR031590	domain	Pre-mRNA-splicing factor Prp9, N-terminal
IPR031595	domain	Protein-only RNase P, C-terminal
IPR031597	domain	KELK-motif containing domain
IPR031600	domain	Domain of unknown function DUF4706
IPR031604	domain	4Fe-4S ferredoxin iron-sulfur binding domain-containing protein, N-terminal
IPR031615	domain	MYND-like zinc finger, mRNA-binding
IPR031621	domain	Histidine kinase, N-terminal 7TM region
IPR031622	domain	Sodium channel modifier 1, zinc-finger
IPR031623	domain	Archaeal histidine kinase, 4TM domain
IPR031624	domain	Coiled-coil domain-containing protein 168, N-terminal
IPR031625	domain	Sodium channel modifier 1, acidic C-terminal domain
IPR031628	domain	BCL-6 corepressor, non-ankyrin-repeat domain
IPR031629	domain	Dipicolinate synthase subunit A, N-terminal
IPR031631	domain	Glycosyl hydrolase family 63, N-terminal
IPR031633	domain	DNA replication complex GINS protein SLD5, C-terminal
IPR031634	domain	Protein kinase G, rubredoxin domain
IPR031635	domain	Tyrosine-protein kinase receptor NTRK, C2-Ig-like domain
IPR031636	domain	Protein kinase G, tetratricopeptide repeat containing domain
IPR031639	domain	Annelid erythrocruorin linker subunit, C-terminal
IPR031640	domain	Glucose dehydrogenase, C-terminal
IPR031641	domain	Phthiocerol/phthiodiolone dimycocerosyl transferase, C-terminal
IPR031642	domain	VPS13, repeated coiled region
IPR031643	domain	Domain of unknown function DUF4708
IPR031644	domain	E3 ubiquitin-protein ligase makorin 1, C-terminal
IPR031645	domain	Vacuolar protein sorting-associated protein 13, C-terminal
IPR031646	domain	Vacuolar protein sorting-associated protein 13, second N-terminal domain
IPR031649	domain	Voltage-dependent L-type calcium channel, IQ-associated domain
IPR031651	domain	Domain of unknown function DUF4709
IPR031652	domain	Phosphoribosylformylglycinamidine subunit PurL, C-terminal
IPR031654	domain	Major capsid protein, N-terminal
IPR031655	domain	Type-2 restriction enzyme, D3 domain
IPR031656	domain	Alpha-glycerophosphate oxidase, C-terminal
IPR031657	domain	Replication protein A, OB domain
IPR031658	domain	Cyclin, C-terminal domain 2
IPR031660	domain	C-terminal associated domain of TOPRIM
IPR031662	domain	GTP binding protein, second domain
IPR031663	domain	Phosphogluconate dehydrogenase (decarboxylating) , C-terminal
IPR031669	domain	Fibronectin type III domain, fungi
IPR031673	domain	Chitin biosynthesis protein Chs5, N-terminal
IPR031675	domain	Serine-threonine protein phosphatase, N-terminal
IPR031680	domain	Heparin-sulfate lyase, N-terminal
IPR031681	domain	Domain of unknown function DUF5082
IPR031683	domain	Domain of unknown function DUF4716
IPR031686	domain	ATPsynthase alpha/beta subunit, N-terminal extension
IPR031687	domain	ADP-ribosylation factor-like protein 17, C-terminal
IPR031688	domain	Voltage-gated calcium channel subunit alpha, C-terminal
IPR031691	domain	Lipoyl synthase, N-terminal
IPR031692	domain	EH domain-containing protein, N-terminal
IPR031693	domain	Sin3, C-terminal
IPR031701	domain	Homeobox protein SIX1, N-terminal SD domain
IPR031703	domain	Lipin, middle domain
IPR031704	domain	Glycosyl hydrolase family 36, N-terminal
IPR031705	domain	Glycosyl hydrolase family 36, C-terminal
IPR031711	domain	Domain of unknown function DUF4724
IPR031712	domain	Domain of unknown function DUF5077
IPR031717	domain	Multifunctional 2-oxoglutarate metabolism enzyme, C-terminal
IPR031719	domain	Condensin II complex subunit H2, middle domain
IPR031721	domain	Partial cleavage stimulation factor domain
IPR031722	domain	Coilin, N-terminal domain
IPR031724	domain	Extended EGL-27 and MTA1 homology domain
IPR031725	domain	Acetylserotonin O-methyltransferase, dimerisation domain
IPR031726	domain	Protein glycosylation ligase domain
IPR031727	domain	Galactose mutarotase, N-terminal barrel
IPR031728	domain	Beta-glucuronidase, C-terminal
IPR031729	domain	Fanconi anaemia group A protein, N-terminal domain
IPR031730	domain	Carbamoyltransferase, C-terminal
IPR031731	domain	IMS import disulfide relay-system, CHCH-CHCH-like Cx9C
